gene_id	transcript_id(s)	chromosome	tx_start	tx_end	strand	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	FPKM_ci_lower_bound	FPKM_ci_upper_bound	promoter_start	promoter_end	H3K4me3	H3K27me3
ENSG00000248877.2	ENST00000509673.2	chr4	130494672	130495285	+	613	446.6	0	0	0	0	0	0.1	0.1	2.44E-06	0.310333	2.27E-06	0.288695	130492672	130495672	False	False
ENSG00000249018.2	ENST00000506031.2	chr4	130503356	130504344	-	988	821.57	0	0	0	0	0	0.06	0.05	9.05E-07	0.167277	8.41E-07	0.155591	130503344	130506344	False	False
ENSG00000280059.1	ENST00000624393.1	chr4	130808506	130811933	+	3427	3260.57	0	0	0	0	0	0.01	0.01	4.15E-10	0.0425284	3.86E-10	0.0395494	130806506	130809506	False	False
ENSG00000250503.1	ENST00000509166.1	chr4	130881026	130885641	-	434	267.69	0	0	0	0	0	0.17	0.16	3.66E-07	0.519962	3.40E-07	0.483588	130884641	130887641	False	False
ENSG00000250213.2	ENST00000505641.2	chr4	131112747	131113255	+	188	34.29	0	0	0	0	0	1.34	1.25	2.96E-05	4.00303	2.75E-05	3.72162	131110747	131113747	False	False
ENSG00000206782.1	ENST00000384055.1	chr4	131273241	131273348	+	107	0	0	0	0	0	0	0	0	0	0	0	0	131271241	131274241	False	False
ENSG00000250102.5	ENST00000500169.6	chr4	131379750	131528246	+	465.3	298.96	4	0.66	0.58	4	0	0.91	0.84	0.275403	1.65569	0.255856	1.53935	131377750	131380750	False	False
ENSG00000248715.2	ENST00000514583.2	chr4	131540280	131540489	+	209	50.69	0	0	0	0	0	0.91	0.85	5.03E-06	2.75828	4.68E-06	2.56476	131538280	131541280	False	False
ENSG00000241392.3	ENST00000490174.3	chr4	131720259	131720543	-	284	119.18	2	0.83	0.73	2	0	1.16	1.08	0.138345	2.48908	0.122204	2.30774	131719543	131722543	False	False
ENSG00000252014.1	ENST00000516205.1	chr4	131768139	131768249	+	110	0	0	0	0	0	0	0	0	0	0	0	0	131766139	131769139	False	False
ENSG00000249416.2	ENST00000512403.2	chr4	131768232	131768578	+	346	180.03	0	0	0	0	0	0.26	0.24	1.25E-06	0.767913	1.16E-06	0.714124	131766232	131769232	False	False
ENSG00000251676.1	ENST00000507332.1	chr4	131773564	131791482	+	524	357.66	0	0	0	0	0	0.43	0.4	0.031427	0.939018	0.0292861	0.873144	131771564	131774564	False	False
ENSG00000184139.8	ENST00000464513.2	chr4	131857342	131857913	-	571	404.61	0	0	0	0	0	0.11	0.11	3.54E-06	0.340515	3.30E-06	0.316728	131856913	131859913	False	False
ENSG00000251555.1	ENST00000510592.1	chr4	131930030	131975952	-	454	287.67	3	0.52	0.45	3	0	0.64	0.6	0.120972	1.2894	0.110451	1.19689	131974952	131977952	False	False
ENSG00000251598.1	ENST00000420721.2	chr4	132004809	132124031	-	582	415.61	0	0	0	0	0	0.11	0.1	7.70E-07	0.331895	7.16E-07	0.308637	132123031	132126031	False	False
ENSG00000249463.1	ENST00000510967.1	chr4	132027174	132028434	-	347	181.02	0	0	0	0	0	0.25	0.24	3.03E-06	0.761086	2.81E-06	0.707777	132027434	132030434	False	False
ENSG00000251051.1	ENST00000515135.1	chr4	132367785	132368479	-	694	527.59	0	0	0	0	0	0.09	0.08	1.21E-06	0.261819	1.12E-06	0.243362	132367479	132370479	False	False
ENSG00000248369.1	ENST00000504357.1	chr4	132435801	132447235	-	464	297.66	0	0	0	0	0	0.15	0.14	2.65E-07	0.466485	2.46E-07	0.433569	132446235	132449235	False	False
ENSG00000251398.1	ENST00000513270.1	chr4	132591088	132678503	+	508	341.63	0	0	0	0	0	0.14	0.13	5.16E-07	0.405394	4.80E-07	0.376951	132589088	132592088	False	False
ENSG00000249038.2	ENST00000514795.2	chr4	132592083	132592536	+	453	286.67	0	0	0	0	0	0.16	0.15	1.66E-06	0.480135	1.55E-06	0.446856	132590083	132593083	False	False
ENSG00000251488.1	ENST00000509628.1	chr4	132836771	132981677	-	587	420.61	0	0	0	0	0	0.11	0.1	1.79E-06	0.328223	1.66E-06	0.305249	132980677	132983677	False	False
ENSG00000249513.2	ENST00000511916.2	chr4	132985509	132988677	-	462	295.66	0	0	0	0	0	0.16	0.15	2.09E-06	0.469894	1.94E-06	0.437106	132987677	132990677	False	False
ENSG00000250241.5	ENST00000505289.5	chr4	133093789	133149114	-	1294	1127.61	0	0	0	0	0	0.27	0.25	0.0138013	0.630259	0.0137365	0.587115	133148114	133151114	False	False
ENSG00000248735.2	ENST00000505381.2	chr4	133124103	133126063	+	1960	1793.57	0	0	0	0	0	0.03	0.02	1.88E-06	0.0774054	1.75E-06	0.0719726	133122103	133125103	False	False
ENSG00000138650.8	ENST00000264360.6	chr4	133149293	133194700	+	7334.33	7167.9	13	0.09	0.08	13	0	0.16	0.15	0.0615973	0.292976	0.0576049	0.272703	133147293	133150293	False	False
ENSG00000250191.1	ENST00000503089.1	chr4	133574565	133575208	-	286	121.12	0	0	0	0	0	0.38	0.35	2.35E-05	1.12643	4.18E-06	1.04711	133574208	133577208	False	False
ENSG00000251388.1	ENST00000507844.1	chr4	133871245	134010690	-	619	452.6	1	0.11	0.1	1	0	0.2	0.19	0.00449782	0.483039	0.00430117	0.449362	134009690	134012690	False	False
ENSG00000254535.3	ENST00000421491.3	chr4	134196332	134201789	-	4944	4777.57	69	0.72	0.62	69	0	0.68	0.63	0.521653	0.836323	0.482153	0.774512	134200789	134203789	False	False
ENSG00000251199.5	ENST00000504728.5	chr4	134254635	134327462	-	761.71	595.29	44	3.66	3.2	44	0	3.75	3.49	2.6713	4.85544	2.50314	4.53426	134326462	134329462	False	False
ENSG00000248191.1	ENST00000508165.1	chr4	134327062	134328798	+	1736	1569.57	48	1.51	1.32	48	0	1.44	1.34	1.04567	1.84836	0.968683	1.71462	134325062	134328062	False	False
ENSG00000251291.1	ENST00000503009.1	chr4	134423866	134457852	+	430	263.69	0	0	0	0	0	0.17	0.16	2.81E-06	0.52127	2.61E-06	0.484939	134421866	134424866	False	False
ENSG00000249000.1	ENST00000504882.1	chr4	134759398	134817289	+	489	322.64	0	0	0	0	0	0.14	0.13	2.11E-07	0.437983	1.97E-07	0.407318	134757398	134760398	False	False
ENSG00000249847.1	ENST00000514293.1	chr4	134932888	134934131	-	646	479.6	0	0	0	0	0	0.1	0.09	2.70E-06	0.286751	2.51E-06	0.266462	134933131	134936131	False	False
ENSG00000251228.1	ENST00000510773.1	chr4	134944274	134944523	+	249	85.98	0	0	0	0	0	0.54	0.5	5.31E-06	1.59275	4.93E-06	1.48071	134942274	134945274	False	False
ENSG00000241411.1	ENST00000459634.1	chr4	134952258	134952889	-	631	464.6	0	0	0	0	0	0.1	0.09	2.67E-06	0.297246	2.49E-06	0.276391	134951889	134954889	False	False
ENSG00000250144.1	ENST00000509116.1	chr4	135045463	135046850	+	1387	1220.57	1	0.04	0.04	1	0.03	0.08	0.07	0.00187775	0.180914	0.00144077	0.167866	135043463	135046463	False	False
ENSG00000248434.1	ENST00000508605.1	chr4	135067232	135071378	+	546.67	380.79	0	0	0	0	0	0.57	0.53	0.0358025	1.37132	0.0328369	1.2751	135065232	135068232	False	False
ENSG00000248456.1	ENST00000506412.1	chr4	135121267	135123779	-	370.99	205.77	2	0.48	0.42	2	0	0.9	0.83	0.10576	1.9677	0.10656	1.83758	135122779	135125779	False	False
ENSG00000250834.1	ENST00000513396.1	chr4	135371176	135371924	-	748	581.58	0	0	0	0	0	0.08	0.07	1.18E-06	0.237118	1.10E-06	0.220626	135370924	135373924	False	False
ENSG00000248104.1	ENST00000506124.1	chr4	135565116	135567157	-	2041	1874.57	0	0	0	0	0	0.02	0.02	4.79E-07	0.0743192	4.45E-07	0.0690957	135566157	135569157	False	False
ENSG00000250865.1	ENST00000511234.1	chr4	135792383	135805904	-	564	397.61	0	0	0	0	0	0.12	0.11	5.67E-07	0.344816	5.28E-07	0.320677	135804904	135807904	False	False
ENSG00000248330.5	ENST00000504365.1	chr4	135867002	135888090	-	349.67	184.42	0	0	0	0	0	0.93	0.86	0.0615112	2.0767	0.0577181	1.93178	135887090	135890090	False	False
ENSG00000207322.1	ENST00000384592.1	chr4	135995928	135996092	-	164	18.55	0	0	0	0	0	2.49	2.31	4.15E-05	7.42094	0.000156439	6.90074	135995092	135998092	False	False
ENSG00000251492.1	ENST00000512969.1	chr4	136004508	136004902	-	394	227.77	0	0	0	0	0	0.2	0.19	2.93E-06	0.600317	2.73E-06	0.558118	136003902	136006902	False	False
ENSG00000261166.1	ENST00000569694.1	chr4	136097796	136099240	-	1444	1277.57	0	0	0	0	0	0.04	0.03	2.06E-06	0.107076	1.91E-06	0.0995279	136098240	136101240	False	False
ENSG00000250665.1	ENST00000511749.1	chr4	136125908	136138874	+	503	336.64	0	0	0	0	0	0.14	0.13	5.42E-06	0.409673	1.21E-06	0.381029	136123908	136126908	False	False
ENSG00000251567.5	ENST00000500324.2	chr4	136173198	136395471	-	700	533.6	0	0	0	0	0	0.19	0.18	0.00447893	0.475859	0.00419168	0.442513	136394471	136397471	False	False
ENSG00000249311.4	ENST00000505638.2	chr4	136355109	136356336	-	1227	1060.57	0	0	0	0	0	0.04	0.04	5.49E-08	0.129627	5.10E-08	0.120534	136355336	136358336	False	False
ENSG00000279749.1	ENST00000623688.1	chr4	136553235	136553739	+	504	337.64	0	0	0	0	0	0.14	0.13	7.12E-06	0.414753	6.62E-06	0.385528	136551235	136554235	False	False
ENSG00000248869.5	ENST00000505736.5	chr4	136796721	137212799	-	993.5	827.46	0	0	0	0	0	0.33	0.31	0.00207052	0.929622	0.00173354	0.86421	137211799	137214799	False	False
ENSG00000250341.1	ENST00000509798.1	chr4	137193755	137198367	+	1576	1409.57	0	0	0	0	0	0.03	0.03	5.25E-07	0.0995799	4.90E-07	0.0925907	137191755	137194755	False	False
ENSG00000250813.1	ENST00000514575.1	chr4	137301000	137301187	-	187	33.57	0	0	0	0	0	1.37	1.28	9.31E-05	4.1493	2.92E-05	3.859	137300187	137303187	False	False
ENSG00000251440.2	ENST00000508435.2	chr4	137425425	137425864	-	439	272.68	0	0	0	0	0	0.17	0.16	4.10E-06	0.509132	3.81E-06	0.473274	137424864	137427864	False	False
ENSG00000213448.3	ENST00000463671.1	chr4	137448086	137448501	+	415	248.72	0	0	0	0	0	0.19	0.17	3.63E-06	0.558881	3.37E-06	0.519662	137446086	137449086	False	False
ENSG00000189184.11	ENST00000344876.8	chr4	137518917	137532475	-	2589.25	2422.83	0	0	0	0	0	0.36	0.33	0.0930657	0.683555	0.0870636	0.636069	137531475	137534475	False	False
ENSG00000251632.1	ENST00000507365.1	chr4	137545730	137603430	+	2264	2097.57	0	0	0	0	0	0.02	0.02	8.27E-08	0.0657601	7.69E-08	0.061161	137543730	137546730	False	False
ENSG00000280352.1	ENST00000624751.1	chr4	137601898	137602433	-	535	368.62	0	0	0	0	0	0.13	0.12	6.84E-06	0.374685	6.36E-06	0.348624	137601433	137604433	False	False
ENSG00000250126.1	ENST00000505454.1	chr4	137645264	137655174	-	396	229.76	0	0	0	0	0	0.2	0.19	2.50E-06	0.604596	2.33E-06	0.562228	137654174	137657174	False	False
ENSG00000250777.1	ENST00000510922.1	chr4	137690476	137734977	-	512	345.63	0	0	0	0	0	0.13	0.12	4.24E-07	0.401037	3.94E-07	0.373064	137733977	137736977	False	False
ENSG00000250034.1	ENST00000506420.1	chr4	137807705	137816402	+	258	94.38	0	0	0	0	0	0.49	0.45	4.68E-06	1.45996	4.35E-06	1.35747	137805705	137808705	False	False
ENSG00000248307.5	ENST00000503208.1	chr4	138032451	138049572	-	781.8	615.94	0	0	0	0	0	0.87	0.81	0.136194	1.93462	0.126246	1.79922	138048572	138051572	False	False
ENSG00000250033.5	ENST00000510066.5	chr4	138057463	138098717	+	1213.18	1046.77	2	0.09	0.08	2	0	0.55	0.51	0.117314	1.09093	0.109593	1.01541	138055463	138058463	False	False
ENSG00000151012.13	ENST00000280612.9	chr4	138164096	138242349	-	7671.52	7505.09	3036	20.03	17.49	3036	0	18.79	17.46	16.9222	20.7806	15.7347	19.319	138241349	138244349	False	False
ENSG00000249091.1	ENST00000507220.1	chr4	138277114	138281784	-	405	238.74	0	0	0	0	0	0.19	0.18	2.10E-06	0.583645	1.96E-06	0.542769	138280784	138283784	False	False
ENSG00000248397.1	ENST00000504369.1	chr4	138298855	138312658	-	455	288.66	0	0	0	0	0	0.16	0.15	4.11E-06	0.475926	3.83E-06	0.442549	138311658	138314658	False	False
ENSG00000251372.5	ENST00000502757.1	chr4	138309710	138313720	+	568.25	401.86	0	0	0	0	0	0.46	0.43	0.0754468	0.910438	0.0712469	0.847395	138307710	138310710	False	False
ENSG00000249381.1	ENST00000515860.1	chr4	138425522	138436869	+	539	372.62	0	0	0	0	0	0.12	0.12	5.13E-06	0.370598	4.77E-06	0.34452	138423522	138426522	False	False
ENSG00000248305.1	ENST00000506991.1	chr4	138481254	138482096	-	842	675.57	0	0	0	0.01	0.08	0.07	0.06	2.06E-07	0.204445	1.91E-07	0.19008	138481096	138484096	False	False
ENSG00000248795.1	ENST00000502915.1	chr4	138560703	138561941	+	1238	1071.57	0	0	0	0.01	0.12	0.04	0.04	3.00E-06	0.130383	8.91E-07	0.121275	138558703	138561703	False	False
ENSG00000250977.1	ENST00000506232.1	chr4	138664724	138665569	-	563	396.62	0	0	0	0	0	0.12	0.11	9.19E-07	0.349337	8.55E-07	0.324765	138664569	138667569	False	False
ENSG00000250501.2	ENST00000502606.1	chr4	138773549	138801639	+	747.91	581.5	385	32.78	28.62	385	0	30.69	28.52	27.5916	33.744	25.7036	31.4214	138771549	138774549	False	False
ENSG00000250195.1	ENST00000505607.1	chr4	138819953	138821465	-	301	138.46	0	0	0	0	0	1.64	1.52	0.0957777	3.91229	0.0985051	3.64729	138820465	138823465	False	False
ENSG00000250577.1	ENST00000506416.1	chr4	138923929	138924232	-	303	137.66	0	0	0	0	0	0.34	0.31	1.35E-05	1.0055	1.26E-05	0.934824	138923232	138926232	False	False
ENSG00000151014.5	ENST00000280614.3	chr4	139015780	139045939	+	1942.63	1776.2	291	8.11	7.08	291	0	8.01	7.45	6.90493	9.11761	6.43563	8.49214	139013780	139016780	False	False
ENSG00000252503.1	ENST00000516694.1	chr4	139055474	139055578	+	104	0	0	0	0	0	0	0	0	0	0	0	0	139053474	139056474	False	False
ENSG00000109381.19	ENST00000358635.7	chr4	139057854	139084496	-	2515.67	2349.25	2422	51.04	44.57	2421.97	0.16	49.18	45.71	46.6389	51.7362	43.3329	48.0732	139083496	139086496	False	False
ENSG00000240723.3	ENST00000482631.3	chr4	139100376	139100658	+	282	117.25	0	0	0	0	0	0.39	0.37	4.04E-06	1.18361	3.74E-06	1.10093	139098376	139101376	False	False
ENSG00000179967.11	ENST00000509033.1	chr4	139114929	139115374	-	445	278.67	15.05	2.67	2.33	15.91	3.75	2.8	2.6	1.14139	4.63312	1.07929	4.32512	139114374	139117374	False	False
ENSG00000276396.1	ENST00000615106.1	chr4	139155152	139155444	+	292	126.94	0	0	0	0	0	0.36	0.34	1.01E-06	1.08519	9.41E-07	1.00912	139153152	139156152	False	True
ENSG00000265892.2	ENST00000579858.2	chr4	139185440	139185746	+	306	140.59	0	0	0	0	0	0.33	0.3	5.55E-07	0.986575	2.53E-06	0.917251	139183440	139186440	False	True
ENSG00000207384.1	ENST00000384654.1	chr4	139200394	139200513	+	119	2.05	0	0	0	0	0	22.46	20.87	0.000224243	67.5188	0.000208567	62.7845	139198394	139201394	False	True
ENSG00000252362.1	ENST00000516553.1	chr4	139231025	139231119	-	94	0	0	0	0	0	0	0	0	0	0	0	0	139230119	139233119	False	True
ENSG00000206722.1	ENST00000383995.1	chr4	139256656	139256760	-	104	0	0	0	0	0	0	0	0	0	0	0	0	139255760	139258760	False	True
ENSG00000137463.4	ENST00000398955.1	chr4	139266164	139280225	-	1339	1172.57	0	0	0	0	0	0.04	0.04	7.82E-08	0.117938	7.29E-08	0.10962	139279225	139282225	False	True
ENSG00000109390.11	ENST00000394223.1	chr4	139289930	139302477	-	743.1	576.69	727	62.41	54.5	727	0	59.11	54.95	54.4892	63.7434	50.6482	59.2565	139301477	139304477	False	True
ENSG00000164134.12	ENST00000296543.9	chr4	139301504	139391384	+	4295.7	4129.28	9427	113.03	98.69	9427	0	106.26	98.77	100.66	111.537	93.6061	103.721	139299504	139302504	False	False
ENSG00000200520.1	ENST00000363650.1	chr4	139318377	139318486	+	109	0	0	0	0	0	0	0	0	0	0	0	0	139316377	139319377	False	False
ENSG00000273247.5	ENST00000608345.1	chr4	139413801	139416146	-	1902.54	1736.15	55	1.57	1.37	55	0	2	1.86	1.19855	2.88415	1.11493	2.68236	139415146	139418146	False	False
ENSG00000248863.2	ENST00000512815.2	chr4	139426842	139430884	-	657	490.59	1	0.1	0.09	1	0	0.23	0.21	0.0201345	0.493944	0.0191985	0.459853	139429884	139432884	False	False
ENSG00000239005.1	ENST00000459613.1	chr4	139436367	139436494	-	127	3.57	0	0	0	0	0	12.92	12.01	5.86E-05	38.8962	5.45E-05	36.181	139435494	139438494	False	False
ENSG00000172007.5	ENST00000305626.5	chr4	139454120	139476609	+	3725.25	3558.83	166	2.31	2.02	166	0	2.27	2.11	1.76028	2.8485	1.63832	2.64932	139452120	139455120	False	False
ENSG00000145391.13	ENST00000274031.7	chr4	139506035	139556774	-	6223.77	6057.34	352	2.88	2.51	352	0	3.14	2.92	2.56665	3.78515	2.38781	3.52232	139555774	139558774	False	False
ENSG00000249302.2	ENST00000503502.2	chr4	139546265	139546727	+	462	295.66	0	0	0	0	0	0.16	0.15	6.48E-08	0.471988	6.03E-08	0.438886	139544265	139547265	False	False
ENSG00000272717.1	ENST00000608402.1	chr4	139556798	139557643	+	845	678.57	1	0.07	0.06	1	0	0.14	0.13	0.00244148	0.322399	0.00266749	0.300261	139554798	139557798	False	False
ENSG00000261268.1	ENST00000561977.1	chr4	139618135	139623232	-	1098	931.57	0	0	0	0	0	0.05	0.05	5.50E-07	0.148854	5.12E-07	0.138364	139622232	139625232	False	False
ENSG00000085871.8	ENST00000265498.5	chr4	139665818	139704243	+	753.41	587	491	41.41	36.16	491	0	39.08	36.32	35.425	42.6483	33.0129	39.732	139663818	139666818	False	False
ENSG00000201533.1	ENST00000364663.1	chr4	139685126	139685427	-	301	135.7	0	0	0	0	0	0.34	0.32	8.34E-07	1.00797	7.75E-07	0.937012	139684427	139687427	False	False
ENSG00000178458.5	ENST00000230495.2	chr4	139698143	139698554	-	411	244.72	6.21	1.26	1.1	7.3	2.93	1.57	1.45	0.294646	3.10786	0.260126	2.87647	139697554	139700554	False	False
ENSG00000252233.1	ENST00000516424.1	chr4	139794124	139794433	-	309	143.53	0	0	0	0	0	0.32	0.3	2.39E-06	0.963365	2.22E-06	0.895117	139793433	139796433	False	False
ENSG00000196782.12	ENST00000398940.1	chr4	139889182	139890052	-	6844	6677.57	36	0.27	0.23	36	0	0.48	0.45	0.225313	0.820215	0.209199	0.7622	139889052	139892052	False	False
ENSG00000250698.1	ENST00000509184.1	chr4	140128014	140134565	+	657	490.59	0	0	0	0	0	0.09	0.09	3.94E-08	0.284016	3.67E-08	0.264195	140126014	140129014	False	False
ENSG00000196951.10	ENST00000512692.6	chr4	140283723	140373384	-	474.8	308.46	60	9.63	8.41	60	0	9.36	8.7	7.06667	11.7842	6.57776	10.9617	140372384	140375384	False	False
ENSG00000249754.2	ENST00000511646.2	chr4	140314162	140314550	-	388	221.79	0	0	0	0	0	0.21	0.19	2.24E-07	0.621318	2.08E-07	0.57792	140313550	140316550	False	False
ENSG00000153130.17	ENST00000338517.8	chr4	140343442	140382554	+	1844.56	1678.13	892	26.32	22.98	892	0	25.33	23.54	23.5385	27.1537	21.8903	25.2496	140341442	140344442	False	False
ENSG00000241923.2	ENST00000476715.2	chr4	140366239	140366861	-	622	455.6	3	0.33	0.29	3	0.04	0.41	0.38	0.0720618	0.801469	0.0671285	0.745243	140365861	140368861	False	False
ENSG00000153132.12	ENST00000325617.9	chr4	140388452	140427648	-	2941.55	2775.12	130	2.32	2.03	130	0	2.5	2.33	1.91516	3.16196	1.78318	2.94277	140426648	140429648	False	False
ENSG00000205301.11	ENST00000503109.6	chr4	140449955	140498222	-	1222.22	1055.82	0	0	0	0	0	0.73	0.68	0.236247	1.30204	0.218688	1.21029	140497222	140500222	False	False
ENSG00000280262.1	ENST00000624981.1	chr4	140498401	140501330	+	2929	2762.57	0	0	0	0	0	0.02	0.02	3.96E-07	0.0499809	3.68E-07	0.0464992	140496401	140499401	False	False
ENSG00000179387.9	ENST00000323570.7	chr4	140524167	140553770	+	2164.01	1997.59	535	13.26	11.58	535	0	13.3	12.36	11.0249	15.6115	10.2394	14.5076	140522167	140525167	False	False
ENSG00000109424.3	ENST00000262999.3	chr4	140559430	140568961	-	1462	1295.57	0	0	0	0	0	0.04	0.03	9.21E-08	0.106077	8.57E-08	0.0985777	140567961	140570961	False	False
ENSG00000242102.3	ENST00000484176.3	chr4	140577924	140578222	+	298	132.78	0	0	0	0	0	0.35	0.32	2.41E-05	1.03379	6.00E-08	0.961067	140575924	140578924	False	False
ENSG00000248621.2	ENST00000512540.2	chr4	140600400	140600575	-	175	25.29	0	0	0	0	0	1.82	1.7	2.60E-06	5.46897	2.41E-06	5.08592	140599575	140602575	False	False
ENSG00000109436.7	ENST00000442267.2	chr4	140620781	140756385	-	2069	1902.7	0	0	0	0	0	0.37	0.34	0.013239	0.892168	0.0125278	0.830071	140755385	140758385	False	False
ENSG00000249661.1	ENST00000502875.1	chr4	140641839	140645489	-	3650	3483.57	0	0	0	0	0	0.01	0.01	3.25E-07	0.0401404	3.02E-07	0.0373207	140644489	140647489	False	False
ENSG00000207155.1	ENST00000384426.1	chr4	140700834	140700942	-	108	0	0	0	0	0	0	0	0	0	0	0	0	140699942	140702942	False	False
ENSG00000248335.1	ENST00000503844.1	chr4	140712167	140716081	+	402	235.74	0	0	0	0	0	0.2	0.18	7.10E-07	0.5853	6.62E-07	0.544038	140710167	140713167	False	False
ENSG00000273472.1	ENST00000609937.1	chr4	140756527	140757921	+	1394	1227.57	0	0	0	0	0	0.04	0.03	3.88E-06	0.112408	3.61E-06	0.104584	140754527	140757527	False	False
ENSG00000222613.1	ENST00000410681.1	chr4	140779038	140779141	-	103	0	0	0	0	0	0	0	0	0	0	0	0	140778141	140781141	False	False
ENSG00000170153.10	ENST00000306799.7	chr4	140865570	141133462	-	9805	9638.57	1	0.01	0	1	0	0.23	0.22	0.041924	0.478831	0.038457	0.444707	141132462	141135462	False	False
ENSG00000109445.10	ENST00000262990.8	chr4	141220894	141234697	+	1480.91	1314.49	2404	90.54	79.06	2404	0	86.14	80.07	80.6333	91.7778	75.063	85.4132	141218894	141221894	False	False
ENSG00000248747.1	ENST00000514347.1	chr4	141240738	141278789	-	1037	870.57	0	0	0	0	0	0.05	0.05	6.78E-07	0.15855	6.32E-07	0.147555	141277789	141280789	False	False
ENSG00000248810.1	ENST00000506645.1	chr4	141319449	141323562	-	762.29	595.88	162	13.46	11.75	162	0	12.75	11.85	10.7323	14.745	9.9814	13.713	141322562	141325562	False	False
ENSG00000250189.2	ENST00000515103.2	chr4	141405171	141407586	+	2415	2248.57	0	0	0	0	0	0.02	0.02	1.63E-07	0.0622172	1.52E-07	0.0578034	141403171	141406171	False	False
ENSG00000272632.1	ENST00000608088.1	chr4	141430830	141431284	+	454	287.67	2	0.34	0.3	2	0	0.48	0.45	0.0516444	1.03218	0.0482994	0.959734	141428830	141431830	False	False
ENSG00000250141.1	ENST00000508388.1	chr4	141569930	141576077	-	138	6.65	0	0	0	0	0	6.93	6.45	2.99E-05	20.557	2.78E-05	19.1241	141575077	141578077	False	False
ENSG00000164136.16	ENST00000296545.11	chr4	141636601	141733987	+	1893.75	1727.58	0	0	0	0	0	0.7	0.65	0.11667	1.59202	0.107277	1.47928	141634601	141637601	False	False
ENSG00000109452.12	ENST00000262992.8	chr4	142028032	142462753	-	2155	1988.57	1	0.02	0.02	1	0	2.59	2.4	1.19332	4.22139	1.10031	3.91547	142461753	142464753	False	False
ENSG00000242134.2	ENST00000462840.2	chr4	142286916	142287625	-	709	542.59	0	0	0	0	0	0.09	0.08	1.14E-07	0.257253	1.06E-07	0.239281	142286625	142289625	False	False
ENSG00000250835.1	ENST00000502948.1	chr4	142317237	142317546	+	309	143.53	0	0	0	0	0	0.32	0.3	2.43E-07	0.954005	2.26E-07	0.88723	142315237	142318237	False	False
ENSG00000251248.1	ENST00000514766.1	chr4	142514445	142518983	+	440	273.68	0	0	0	0	0	0.17	0.16	2.50E-06	0.502877	2.32E-06	0.467414	142512445	142515445	False	False
ENSG00000249806.1	ENST00000509497.1	chr4	142566018	142660950	+	512	345.63	0	0	0	0	0	0.13	0.12	1.87E-07	0.398027	1.74E-07	0.370163	142564018	142567018	False	False
ENSG00000251300.1	ENST00000512793.1	chr4	143045085	143045878	+	793	626.58	0	0	0	0	0	0.07	0.07	3.50E-06	0.219848	3.27E-06	0.204455	143043085	143046085	False	False
ENSG00000250326.1	ENST00000507486.1	chr4	143177659	143184829	-	759	592.58	4	0.33	0.29	4	0	0.5	0.47	0.144343	0.919082	0.13955	0.86014	143183829	143186829	False	False
ENSG00000170185.9	ENST00000307017.8	chr4	143184916	143223874	+	4910.77	4744.34	1723	17.98	15.7	1723	0	16.89	15.7	15.9958	17.7815	14.8684	16.5266	143182916	143185916	False	False
ENSG00000250969.1	ENST00000512715.1	chr4	143286292	143329858	+	624	457.6	0	0	0	0	0	0.1	0.09	5.27E-06	0.300116	4.91E-06	0.279151	143284292	143287292	False	False
ENSG00000200049.1	ENST00000363179.1	chr4	143309465	143309566	+	101	0	0	0	0	0	0	0	0	0	0	0	0	143307465	143310465	False	False
ENSG00000109458.8	ENST00000262994.8	chr4	143336886	143469450	+	3768.58	3602.15	641	8.81	7.69	641	0	10.62	9.87	8.51692	12.7319	7.9307	11.8491	143334886	143337886	False	False
ENSG00000265623.1	ENST00000579145.1	chr4	143343459	143343535	+	76	0	0	0	0	0	0	0	0	0	0	0	0	143341459	143344459	False	False
ENSG00000228981.3	ENST00000475555.1	chr4	143349274	143350117	-	843	676.57	4.32	0.32	0.28	4.37	0.65	0.37	0.34	0.0894332	0.692498	0.0831956	0.644039	143349117	143352117	False	False
ENSG00000243175.1	ENST00000465940.1	chr4	143425051	143425920	+	869	702.57	1	0.07	0.06	1	0	0.16	0.15	0.0166849	0.358734	0.015522	0.33348	143423051	143426051	False	False
ENSG00000250540.1	ENST00000502445.1	chr4	143497411	143498126	-	371	204.86	0	0	0	0	0	0.23	0.21	5.90E-06	0.677633	5.49E-06	0.629771	143497126	143500126	False	False
ENSG00000245112.2	ENST00000500800.2	chr4	143513471	143514635	-	945	778.57	1	0.06	0.06	1	0	0.12	0.11	0.00262946	0.279869	0.0024178	0.260425	143513635	143516635	False	False
ENSG00000153147.5	ENST00000283131.3	chr4	143513701	143557486	+	7902.45	7736.02	7937	50.8	44.35	7937	0	48.05	44.66	46.5132	49.6712	43.2899	46.2163	143511701	143514701	False	False
ENSG00000248924.2	ENST00000512366.1	chr4	143555123	143555583	-	390.5	224.49	0	0	0	0	0	0.45	0.42	0.00591694	1.10476	0.00554115	1.02699	143554583	143557583	False	False
ENSG00000236296.7	ENST00000396724.3	chr4	143572412	143573674	+	816	649.68	0	0	0	0	0	0.71	0.66	0.153116	1.37943	0.142642	1.28259	143570412	143573412	False	False
ENSG00000183090.5	ENST00000329798.5	chr4	143577301	143700675	-	3567	3400.65	0	0	0	0	0	0.2	0.19	0.000361809	0.580394	0.000646503	0.539864	143699675	143702675	False	False
